api,section,endpoint,block,parameter,value_type,required,props,max,description,doc_url
line-login-v2,OAuth,Refresh access token,Request body,refresh_token,String,,,,"The refresh token corresponding to the access token to be reissued. Valid for up to 10 days after the access token expires. If the refresh token expires, you must prompt the user to log in again to generate a new access token.",https://developers.line.biz/en/reference/line-login-v2/#refresh-access-token
line-login-v2,OAuth,Refresh access token,Request body,client_id,String,,,,Channel ID. Found in the LINE Developers Console.,https://developers.line.biz/en/reference/line-login-v2/#refresh-access-token
line-login-v2,OAuth,Refresh access token,Request body,client_secret,String,,,,Channel secret. Found in the LINE Developers Console.,https://developers.line.biz/en/reference/line-login-v2/#refresh-access-token
line-login-v2,OAuth,Refresh access token,Response,token_type,String,,,,Bearer,https://developers.line.biz/en/reference/line-login-v2/#refresh-access-token
line-login-v2,OAuth,Refresh access token,Response,scope,String,,,,Permissions granted to the access token. - P: You have permission to access the user's profile information.,https://developers.line.biz/en/reference/line-login-v2/#refresh-access-token
line-login-v2,OAuth,Refresh access token,Response,access_token,String,,,,Access token,https://developers.line.biz/en/reference/line-login-v2/#refresh-access-token
line-login-v2,OAuth,Refresh access token,Response,expires_in,Number,,,,Number of seconds until the access token expires.,https://developers.line.biz/en/reference/line-login-v2/#refresh-access-token
line-login-v2,OAuth,Refresh access token,Response,refresh_token,String,,,,Token used to get a new access token (refresh token). Valid for up to 10 days after the access token expires.,https://developers.line.biz/en/reference/line-login-v2/#refresh-access-token
line-login-v2,OAuth,Revoke access token,Request headers,Content-Type,application/x-www-form-urlencoded,true,required,,,https://developers.line.biz/en/reference/line-login-v2/#revoke-access-token
line-login-v2,OAuth,Revoke access token,Request body,refresh_token,String,,,,The refresh token corresponding to the access token to be invalidated.,https://developers.line.biz/en/reference/line-login-v2/#revoke-access-token
line-login-v2,Profile,Get user profile,Request headers,Authorization,Bearer {access token},true,required,,,https://developers.line.biz/en/reference/line-login-v2/#get-user-profile
line-login-v2,Profile,Get user profile,Response,userId,String,,,,User ID,https://developers.line.biz/en/reference/line-login-v2/#get-user-profile
line-login-v2,Profile,Get user profile,Response,displayName,String,,,,User's display name,https://developers.line.biz/en/reference/line-login-v2/#get-user-profile
line-login-v2,Profile,Get user profile,Response,pictureUrl,String,,,,Profile image URL. This is an HTTPS URL. Not included in the response if the user doesn't have a profile image. Profile image thumbnails: You can get a thumbnail version of a user's profile image by appending any of these suffixes to their profile image URL. Suffix | Thumbnail size -------- | ------ /large | 200 x 200 /small | 51 x 51 e.g. https://profile.line-scdn.net/abcdefghijklmn/large,https://developers.line.biz/en/reference/line-login-v2/#get-user-profile
line-login-v2,Profile,Get user profile,Response,statusMessage,String,,,,User's status message. Not included in the response if the user doesn't have a status message.,https://developers.line.biz/en/reference/line-login-v2/#get-user-profile
liff-server,Server API,Adding the LIFF app to a channel,Request headers,Authorization,Bearer {channel access token},true,required,,"For more information, see Preparing a channel access token.",https://developers.line.biz/en/reference/liff-server/#adding-the-liff-app-to-a-channel
liff-server,Server API,Adding the LIFF app to a channel,Request headers,Content-Type,application/json,true,required,,,https://developers.line.biz/en/reference/liff-server/#adding-the-liff-app-to-a-channel
liff-server,Server API,Adding the LIFF app to a channel,Request body,view.type,String,true,required,,"Size of the LIFF app view. Specify one of these values: - compact - tall - full For more information, see Size of the LIFF app view.",https://developers.line.biz/en/reference/liff-server/#adding-the-liff-app-to-a-channel
liff-server,Server API,Adding the LIFF app to a channel,Request body,view.url,String,true,required,,Endpoint URL. This is the URL of the web app that implements the LIFF app (e.g. https://example.com). Used when the LIFF app is launched using the LIFF URL. The URL scheme must be https. URL fragments (#URL-fragment) can't be specified.,https://developers.line.biz/en/reference/liff-server/#adding-the-liff-app-to-a-channel
liff-server,Server API,Adding the LIFF app to a channel,Request body,view.moduleMode,Boolean,false,optional,,"true to use the LIFF app in modular mode. When in modular mode, the action button in the header is not displayed.",https://developers.line.biz/en/reference/liff-server/#adding-the-liff-app-to-a-channel
liff-server,Server API,Adding the LIFF app to a channel,Request body,description,String,false,optional,,"Name of the LIFF app. The LIFF app name can't include ""LINE"" or similar strings, or inappropriate strings.",https://developers.line.biz/en/reference/liff-server/#adding-the-liff-app-to-a-channel
liff-server,Server API,Adding the LIFF app to a channel,Request body,features.qrCode,Boolean,false,optional,,true to use the 2D code reader in the LIFF app. false otherwise. The default value is false.,https://developers.line.biz/en/reference/liff-server/#adding-the-liff-app-to-a-channel
liff-server,Server API,Adding the LIFF app to a channel,Request body,permanentLinkPattern,String,false,optional,,"How additional information in LIFF URLs is handled. Specify concat. For more information, see Opening a LIFF app in the LIFF documentation.",https://developers.line.biz/en/reference/liff-server/#adding-the-liff-app-to-a-channel
liff-server,Server API,Adding the LIFF app to a channel,Request body,scope,Array of strings,false,optional,,"Array of scopes required for some LIFF SDK methods to function. - openid - email - profile - chat_message.write The default value is [""profile"", ""chat_message.write""]. For more information on each scope, see Adding the LIFF app to your channel in the LIFF documentation.",https://developers.line.biz/en/reference/liff-server/#adding-the-liff-app-to-a-channel
